id_athlete,last_name,first_name,id_team,team_name
209921.0,VÄLIMÄKI,Tero,10238,Finland
209992.0,GURI,Elis,15349,Bulgaria
210130.0,NOVOSJOLOV,Nikolai,10077,Estonia
210188.0,FREITAS,Marcos,8751,Portugal
210261.0,CERIC,Larisa,9394,Bosnia & Herzegovina
210272.0,HAN,Xing,11062,Congo
210436.0,REINVALL,Juho,11990,Finland
210550.0,KRATYSH,Ilana,10808,Israel
210739.0,CSOKNYAI,Laszlo,11982,Hungary
210817.0,HOMER,Daryl,12029,United States
210886.0,PODOLAK,Arleta,11166,Poland
210941.0,MARTIC,Petra,11818,Croatia
211118.0,STAM,Esther,8808,Georgia
211140.0,MATIC,Barbara,9414,Croatia
211155.0,MONTEIRO DODEAN,Daniela,10114,Romania
211256.0,WONG,Zi Liang Derek,15971,Singapore
211347.0,ZWIEBLER,Marc,11143,Germany
211410.0,NGUYEN,Thi Le Dung,12931,Vietnam
211610.0,ASSAR,Khalid,15972,Egypt
211751.0,ASSELAH,Sonia,14605,Algeria
211816.0,YAKIMENKO,Alexey,10783,Russia
211854.0,APITHY,Yemi Geoffrey,9879,Benin
211976.0,DISLAM,Wiam,10788,Morocco
212053.0,GADZHIEV,Magomedmurad,10815,Poland
212060.0,NDOLO,Alexandra,206668,Kenya
212166.0,APETZ,Nadine,11160,Germany
212243.0,NIARE,Haby,10215,France
212244.0,MUHAMMAD,Ibtihaj,12029,United States
212384.0,TSABOLOV,Khetik,18209,Serbia
212443.0,SAVILLE,Daria,10475,Australia
212522.0,KIEFER,Lee,12029,United States
212626.0,MUÑOZ,Lino,12044,Mexico
212682.0,SATO,Nozomi,8811,Japan
212871.0,EDEM,Offiong,10685,Nigeria
212884.0,GANBAATAR,Odbayar,12416,Mongolia
212888.0,JAZIRI,Malek,17466,Tunisia
212980.0,PERALTA,Yamil,10120,Argentina
213079.0,GRGIC,Filip,10106,Croatia
213101.0,PITCHFORD,Liam,15307,Great Britain
213258.0,ADIYASAMBUU,Tsolmon,12416,Mongolia
213462.0,BURANAPRASERTSUK,Porntip,11965,Thailand
213568.0,DLAGNEV,Tervel,12055,United States
213974.0,KHODOS,Sergey,194400,ROC
213996.0,GRIGORE VUC,Emilia Alina,14606,Romania
214067.0,ARMENTEROS,Jose,8790,Cuba
214364.0,MCPHERSON,Paige,12024,United States
214558.0,SOGHOMONYAN,Koryun,10785,Armenia
214705.0,LANIGAN-O'KEEFFE,Arthur,95880,Ireland
214964.0,NEMETH,Zsanett,15953,Hungary
215015.0,DELPOPOLO,Nick,14607,United States
215187.0,ELSAWALHY,Seham,11971,Egypt
215271.0,KERBER,Angelique,10473,Germany
215296.0,BUIKEVICH,Aliaksandr,12049,Belarus
215298.0,HAGA,Ryunosuke,10786,Japan
215463.0,ASEMANI,Raheleh,10692,Belgium
215466.0,ABBADI,Ilyas,8778,Algeria
216295.0,REIZLIN,Igor,10689,Ukraine
216305.0,HU,Melek,12030,Türkiye
216314.0,BROWN,Dustin,10473,Germany
216315.0,PETRIKOV,Pavel,9857,Czech Republic
216354.0,OOGINK,Reshmie,9870,Netherlands
216419.0,TRAJKOVIC,Ivan,12418,Slovenia
216426.0,SCHÖN,Fredrik,11968,Sweden
216429.0,BREITBARTH,Andre,9851,Germany
216568.0,SHUTOVA,Lyubov,10783,Russia
216715.0,FLETCHER,Ben,10201,Great Britain
216715.0,FLETCHER,Ben,10800,Ireland
216722.0,MARTÍNEZ,Raúl,9863,Spain
216951.0,IDOWU,Saheed,11062,Congo
216961.0,VU,Thi Trang,15370,Vietnam
217034.0,CISSOKHO,Souleymane,15333,France
217113.0,JEON,Hee Sook,15947,Republic of Korea
217134.0,RESHETNIKOV,Veniamin,194400,ROC
217139.0,JOYCE,David Oliver,8807,Ireland
217158.0,SOL,Kyong,11946,DPR Korea
217313.0,HU,Qianxun,10228,China
217415.0,TOMMY,Priscila,9473,Vanuatu
217598.0,DOO,Hoi Kem,8752,"Hong Kong, China"
217604.0,HRUSTANOVIC,Amer,10247,Austria
217640.0,VELAZQUEZ,Joselito,15952,Mexico
