id_epreuve,epreuve_name,genre,epreuve_type,is_individual,is_olympic,is_summer,is_handicap,result_direction,id_discipline,id_sport
6700,Par équipes Dressage - Open,Open,Equipe,False,True,True,False,1,29,2
6704,Disque - Femmes,Femmes,Individuel,True,True,True,False,1,251,28
6752,Skeet - Femmes,Femmes,Individuel,True,True,True,False,1,275,66
6756,C1 - Femmes,Femmes,Individuel,True,True,True,False,0,398,56
6763,Marteau - Femmes,Femmes,Individuel,True,True,True,False,1,251,28
6767,C2 500m - Femmes,Femmes,Double,False,True,True,False,0,398,54
6773,Trampoline Individuel - Femmes,Femmes,Individuel,True,True,True,False,1,42,39
6776,C1 200m - Femmes,Femmes,Individuel,True,True,True,False,0,398,54
6788,Football Equipe F,Femmes,Equipe,False,True,True,False,0,36,49
6790,Slalom géant - Femmes,Femmes,Individuel,True,True,False,False,0,107,34
6795,Individuel Dressage - Open,Open,Double,False,True,True,False,1,29,2
6801,Ski Cross - Femmes,Femmes,Individuel,True,True,False,False,0,110,6
6803,Sprint 7.5km - Femmes,Femmes,Individuel,True,True,False,False,0,109,41
6804,Poursuite 10km - Femmes,Femmes,Individuel,True,True,False,False,0,109,41
6809,Individuel 15km - Femmes,Femmes,Individuel,True,True,False,False,0,109,41
6813,Descente - Femmes,Femmes,Individuel,True,True,False,False,0,107,34
6814,Super G - Femmes,Femmes,Individuel,True,True,False,False,0,107,34
6835,Water-Polo Equipe F,Femmes,Equipe,False,True,True,False,0,85,52
6842,Hauteur - Femmes,Femmes,Individuel,True,True,True,False,1,251,28
6843,Poids - Femmes,Femmes,Individuel,True,True,True,False,1,251,28
6859,100m Brasse - Femmes,Femmes,Individuel,True,True,True,False,0,355,65
6868,20km Marche - Femmes,Femmes,Individuel,True,True,True,False,0,251,28
6907,Relais 4 x 400m - Mixte,Mixte,Equipe,False,True,True,False,0,251,28
6911,Shortboard - Femmes,Femmes,Individuel,True,True,True,False,1,127,115
6945,Individual Kata - Femmes,Femmes,Individuel,True,False,True,False,0,391,109
6948,Bosses - Femmes,Femmes,Individuel,True,True,False,False,1,110,6
6951,Big Air - Femmes,Femmes,Individuel,True,True,False,False,1,110,6
6953,3000m Relais - Femmes,Femmes,Equipe,False,True,False,False,0,400,21
6955,500m - Femmes,Femmes,Individuel,True,True,False,False,0,400,21
6956,1000m - Femmes,Femmes,Individuel,True,True,False,False,0,400,21
6957,1500m - Femmes,Femmes,Individuel,True,True,False,False,0,400,21
6965,BMX Freestyle - Femmes,Femmes,Individuel,True,True,True,False,1,286,196
6971,3000m - Femmes,Femmes,Individuel,True,True,False,False,0,401,40
6972,Individuel - Femmes,Femmes,Individuel,True,True,False,False,0,153,9
6973,Single - Femmes,Femmes,Individuel,True,True,False,False,0,119,44
6980,Skate Street - Femmes,Femmes,Individuel,True,True,True,False,1,246,117
6981,Skate Park - Femmes,Femmes,Individuel,True,True,True,False,1,246,117
26316,76kg - Femmes,Femmes,Individuel,True,True,True,False,0,262,8
26317,57kg - Femmes,Femmes,Individuel,True,True,True,False,0,262,8
26318,87kg GR - Hommes,Hommes,Individuel,True,True,True,False,0,262,46
26322,49kg - Femmes - JO,Femmes,Individuel,True,True,True,False,1,45,29
26325,67kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
26328,+109kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
26431,77kg GR- Hommes,Hommes,Individuel,True,True,True,False,0,262,46
26436,60kg GR - Hommes,Hommes,Individuel,True,True,True,False,0,262,46
26456,109kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
26461,96kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
26474,81kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
26475,55kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
26489,61kg - Hommes - JO,Hommes,Individuel,True,True,True,False,1,45,29
26490,73kg - Hommes - JO,Hommes,Individuel,True,True,True,False,1,45,29
26491,+87kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
26496,81kg - Femmes - JO,Femmes,Individuel,True,True,True,False,1,45,29
26497,87kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
26546,2-Man Competition - Femmes,Femmes,Equipe,False,True,False,False,0,117,30
27549,+61kg Kumite - Femmes,Femmes,Individuel,True,False,True,False,0,392,109
27551,+75kg Kumite - Hommes,Hommes,Individuel,True,False,True,False,0,392,109
27663,10m Plateforme Synchro - Femmes,Femmes,Equipe,False,True,True,False,1,84,3
27754,Classique Par équipes - Mixte,Mixte,Equipe,False,True,True,False,1,368,10
27758,Par équipes - Femmes,Femmes,Equipe,False,True,False,False,0,118,20
27803,Monobob - Femmes,Femmes,Individuel,True,True,False,False,0,117,30
27810,1500m - Femmes,Femmes,Individuel,True,True,False,False,0,401,40
27814,1000m - Femmes,Femmes,Individuel,True,True,False,False,0,401,40
27820,5000m - Femmes,Femmes,Individuel,True,True,False,False,0,401,40
27824,Mass Start 16 Laps - Femmes,Femmes,Individuel,True,True,False,False,1,401,40
27828,500m - Femmes,Femmes,Individuel,True,True,False,False,0,401,40
27839,Double - Open,Open,Double,False,False,False,False,0,119,44
97643,10m Pistolet à air comprimé - Par équipes (Mixte) - Mixte,Mixte,Equipe,False,True,True,False,1,137,66
809041,Trap - Par équipes (Mixte) - Mixte,Mixte,Equipe,False,False,True,False,1,275,66
809042,10m Carabine à air comprimé - Par équipes (Mixte) - Mixte,Mixte,Equipe,False,True,True,False,1,136,66
889202,Par équipes - Hommes,Hommes,Equipe,False,True,False,False,0,187,63
889247,+105kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
889248,53kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
889278,Individuel - Tremplin Normal - Hommes,Hommes,Individuel,True,True,False,False,1,106,50
889302,2 x 7.5km Skiathlon - Femmes,Femmes,Individuel,True,True,False,False,0,108,67
889307,Halfpipe - Hommes,Hommes,Individuel,True,True,False,False,1,111,23
889325,K2 500m - Hommes,Hommes,Double,False,True,True,False,0,397,54
889373,Light Welterweight - Hommes,Hommes,Individuel,True,False,True,False,0,360,60
889379,Lightweight Four - Hommes,Hommes,Equipe,False,False,True,False,0,8,15
889391,48kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
889395,+75kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
889398,Double Trap - Hommes,Hommes,Individuel,True,False,True,False,1,275,66
889415,Grand Tremplin Par équipes / 4 x 5km - Hommes,Hommes,Equipe,False,True,False,False,1,105,62
889416,Gundersen Tremplin Normal / 10km - Hommes,Hommes,Individuel,True,True,False,False,0,105,62
889427,Slalom géant parallèle - Hommes,Hommes,Individuel,True,True,False,False,0,111,23
889500,Poids mi-mouche - Hommes (49kg),Hommes,Individuel,True,False,True,False,0,360,60
889501,"Poids super-coq - Hommes (53,5kg)",Hommes,Individuel,True,False,True,False,0,360,60
889512,69kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
889517,63kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
889519,62kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
889521,56kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
889522,85kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
889530,50m Carabine couchée - Hommes,Hommes,Individuel,True,False,True,False,1,136,66
889555,Par équipes - Grand Tremplin - Hommes,Hommes,Equipe,False,True,False,False,1,106,50
889576,Big Air - Hommes,Hommes,Individuel,True,True,False,False,1,111,23
889641,58kg - Femmes,Femmes,Individuel,True,False,True,False,1,45,29
889643,77kg - Hommes,Hommes,Individuel,True,False,True,False,1,45,29
889648,50m Pistolet - Hommes,Hommes,Individuel,True,False,True,False,1,137,66
889674,Individuel - Grand Tremplin - Hommes,Hommes,Individuel,True,True,False,False,1,106,50
889704,C1 200m - Hommes,Hommes,Individuel,True,False,True,False,0,398,54
889705,C2 500m - Hommes,Hommes,Double,False,True,True,False,0,398,54
889710,K2 200m - Hommes,Hommes,Double,False,False,True,False,0,397,54
889758,K4 1000m - Hommes,Hommes,Equipe,False,False,True,False,0,397,54
889760,C2 - Hommes,Hommes,Double,False,False,True,False,0,398,56
889797,Sprint Style libre - Hommes,Hommes,Individuel,True,False,False,False,0,108,67
889798,Gundersen Grand Tremplin / 10km - Hommes,Hommes,Individuel,True,True,False,False,1,105,62
889818,Slopestyle - Hommes,Hommes,Individuel,True,True,False,False,1,111,23
889841,Slopestyle - Hommes,Hommes,Individuel,True,True,False,False,1,110,6
889864,58kg - Femmes,Femmes,Individuel,True,False,True,False,0,262,8
889865,69kg W (2014-2018) OG - Femmes,Femmes,Individuel,True,False,True,False,0,262,8
889866,59kg - Hommes,Hommes,Individuel,True,False,True,False,0,262,46
889867,75kg - Hommes,Hommes,Individuel,True,False,True,False,0,262,46
889868,85kg (2014-2018) OG - Hommes,Hommes,Individuel,True,False,True,False,0,262,46
889869,98kg - Hommes,Hommes,Individuel,True,False,True,False,0,262,46
889877,75kg - Femmes,Femmes,Individuel,True,False,True,False,0,262,8
892536,Big Air - Hommes,Hommes,Individuel,True,True,False,False,1,110,6
892541,48kg W (2014-2018) OG - Femmes,Femmes,Individuel,True,False,True,False,0,262,8
892542,63kg W (2014-2018) OG - Femmes,Femmes,Individuel,True,False,True,False,0,262,8
892543,66kg (2014-2018) OG - Hommes,Hommes,Individuel,True,False,True,False,0,262,46
892601,Vitesse - Hommes,Hommes,Individuel,True,True,True,False,0,72,116
892681,CSLX - Hommes,Hommes,Individuel,True,True,True,False,0,397,56
892781,89kg - Hommes - JO,Hommes,Individuel,True,True,True,False,1,45,29
892786,102kg - Hommes - JO,Hommes,Individuel,True,True,True,False,1,45,29
892800,71kg - Femmes - JO,Femmes,Individuel,True,True,True,False,1,45,29
893138,10km Style classique - Femmes,Femmes,Individuel,True,False,False,False,0,108,67
893162,Kitefoil - Femmes OLY,Femmes,Individuel,True,True,True,False,0,371,1
893193,CSLX - Femmes,Femmes,Individuel,True,True,True,False,0,397,56
893487,Par équipes Sprint Style libre - Femmes,Femmes,Equipe,False,True,False,False,0,108,67
893624,Slalom - Femmes,Femmes,Individuel,True,True,False,False,0,107,34
893630,Snowboard Cross Par équipes - Mixte,Mixte,Equipe,False,True,False,False,0,111,23
893833,Relais 4 x 6km - Mixte,Mixte,Equipe,False,True,False,False,0,109,41
894167,Relais 4 x 5km - Femmes,Femmes,Equipe,False,True,False,False,0,108,67
894187,Halfpipe - Femmes,Femmes,Individuel,True,True,False,False,1,110,6
894199,Sprint Style libre - Femmes,Femmes,Individuel,True,False,False,False,0,108,67
894266,30km Style classique - Femmes,Femmes,Individuel,True,True,False,False,0,108,67
894530,Par équipes - Tremplin Normal - Mixte,Mixte,Equipe,False,True,False,False,1,106,50
894553,Big Air - Femmes,Femmes,Individuel,True,True,False,False,1,111,23
894622,Individuel - Tremplin Normal - Femmes,Femmes,Individuel,True,True,False,False,1,106,50
894646,Halfpipe - Femmes,Femmes,Individuel,True,True,False,False,1,111,23
894738,Slopestyle - Femmes,Femmes,Individuel,True,True,False,False,1,111,23
894987,Saut acrobatique - Femmes,Femmes,Individuel,True,True,False,False,1,110,6
895209,4-Man Competition - Open,Open,Equipe,False,False,False,False,0,117,30
895493,Slalom géant parallèle - Femmes,Femmes,Individuel,True,True,False,False,0,111,23
895537,Combiné alpin - Femmes,Femmes,Individuel,True,True,False,False,0,107,34
895628,10km Style libre - Femmes,Femmes,Individuel,True,True,False,False,0,108,67
895658,470 - Mixte,Mixte,Double,False,True,True,False,0,144,1
895662,Vitesse - Femmes,Femmes,Individuel,True,True,True,False,0,72,116
895665,30km Style libre - Femmes,Femmes,Individuel,True,False,False,False,0,108,67
896013,Kitefoil - Hommes OLY,Hommes,Individuel,True,True,True,False,0,371,1
896099,Par équipes - Femmes,Femmes,Equipe,False,True,False,False,0,187,63
896340,Sprint Style classique Par équipes - Femmes,Femmes,Equipe,False,False,False,False,0,108,67
896366,Sprint Style classique - Femmes,Femmes,Individuel,True,True,False,False,0,108,67
896598,2000m Relais - Mixte,Mixte,Equipe,False,True,False,False,0,400,21
896729,+102kg - Hommes - JO,Hommes,Individuel,True,True,True,False,1,45,29
896736,+81kg - Femmes - JO,Femmes,Individuel,True,True,True,False,1,45,29
896810,Skeet - Par équipes (Mixte) - Mixte,Mixte,Equipe,False,True,True,False,1,275,66
896986,iQFOiL - Femmes,Femmes,Individuel,True,True,True,False,0,372,1
896987,iQFOiL - Hommes,Hommes,Individuel,True,True,True,False,0,372,1
897256,Sprint Par équipes - Femmes,Femmes,Equipe,False,True,True,False,0,22,13
897325,Épreuves combinées (B+D) - Hommes,Hommes,Individuel,True,True,True,False,1,72,116
897326,Épreuves combinées (B+D) - Femmes,Femmes,Individuel,True,True,True,False,1,72,116
897328,Par équipes - Open,Open,Equipe,False,True,True,False,1,82,35
897393,Breaking - Femmes,Femmes,Individuel,True,True,True,False,0,287,206
897394,Breaking - Hommes,Hommes,Individuel,True,True,True,False,0,287,206
897733,+92kg - Hommes,Hommes,Individuel,True,True,True,False,0,360,60
897748,57kg - Hommes,Hommes,Individuel,True,True,True,False,0,360,60
897749,51kg - Hommes,Hommes,Individuel,True,True,True,False,0,360,60
897750,71kg - Hommes,Hommes,Individuel,True,True,True,False,0,360,60
897751,63.5kg - Hommes,Hommes,Individuel,True,True,True,False,0,360,60
897752,80kg - Hommes,Hommes,Individuel,True,True,True,False,0,360,60
897754,54kg - Femmes,Femmes,Individuel,True,True,True,False,0,360,60
897755,66kg - Femmes,Femmes,Individuel,True,True,True,False,0,360,60
897756,50kg - Femmes,Femmes,Individuel,True,True,True,False,0,360,60
897757,75kg - Femmes,Femmes,Individuel,True,True,True,False,0,360,60
897758,92kg - Hommes,Hommes,Individuel,True,True,True,False,0,360,60
900707,42km Marche par équipe - Mixte,Mixte,Equipe,False,False,True,False,0,251,28
