id_epreuve,epreuve_name,genre,epreuve_type,is_individual,is_olympic,is_summer,is_handicap,result_direction,id_discipline,id_sport
274,K1 200m - Hommes,Hommes,Individuel,True,False,True,False,0,397,54
275,K4 500m - Hommes,Hommes,Equipe,False,True,True,False,0,397,54
279,K1 - Hommes,Hommes,Individuel,True,True,True,False,0,397,56
280,Football Equipes H,Hommes,Equipe,False,True,True,False,0,36,49
289,100m - Hommes,Hommes,Individuel,True,True,True,False,0,251,28
291,20km Marche - Hommes,Hommes,Individuel,True,True,True,False,0,251,28
296,400m - Hommes,Hommes,Individuel,True,True,True,False,0,251,28
299,800m - Hommes,Hommes,Individuel,True,True,True,False,0,251,28
302,Longueur - Hommes,Hommes,Individuel,True,True,True,False,1,251,28
310,Slalom géant - Hommes,Hommes,Individuel,True,True,False,False,0,107,34
321,200m Brasse - Hommes,Hommes,Individuel,True,True,True,False,0,355,65
322,200m 4 nages (individuel) - Hommes,Hommes,Individuel,True,True,True,False,0,355,65
325,Relais 4 x 100m 4 nages - Hommes,Hommes,Equipe,False,True,True,False,0,355,65
326,Relais 4 x 200m Nage libre - Hommes,Hommes,Equipe,False,True,True,False,0,355,65
331,50m Nage libre - Hommes,Hommes,Individuel,True,True,True,False,0,355,65
332,800m Nage libre - Hommes,Hommes,Individuel,True,True,True,False,0,355,65
333,10m Plateforme - Hommes,Hommes,Individuel,True,True,True,False,1,84,3
334,10m Plateforme Synchro - Hommes,Hommes,Equipe,False,True,True,False,1,84,3
335,3m Tremplin Synchro - Hommes,Hommes,Equipe,False,True,True,False,1,84,3
338,Poids plume - Hommes (57kg) OG,Hommes,Individuel,True,False,True,False,0,360,60
339,Poids léger - Hommes (61kg),Hommes,Individuel,True,False,True,False,0,360,60
340,Poids lourd-léger - Hommes (79kg),Hommes,Individuel,True,False,True,False,0,360,60
341,Golf Individuel - Hommes,Hommes,Individuel,True,True,True,False,0,38,48
342,Handball Equipe H,Hommes,Equipe,False,True,True,False,0,47,31
345,100kg - Hommes,Hommes,Individuel,True,True,True,False,0,68,61
346,90kg - Hommes,Hommes,Individuel,True,True,True,False,0,68,61
347,60kg - Hommes,Hommes,Individuel,True,True,True,False,0,68,61
348,Quatre sans barreur - Hommes,Hommes,Equipe,False,True,True,False,0,8,15
349,Deux de couple - Hommes,Hommes,Equipe,False,True,True,False,0,8,15
351,Skiff - Hommes,Hommes,Equipe,False,True,True,False,0,8,15
353,Distance Olympique - Hommes,Hommes,Individuel,True,True,True,False,0,142,11
372,Par équipes Épée - Hommes,Hommes,Equipe,False,True,True,False,1,33,33
376,Trap - Hommes,Hommes,Individuel,True,True,True,False,1,275,66
379,10m Pistolet à air comprimé - Hommes,Hommes,Individuel,True,True,True,False,1,137,66
391,2-Man Competition - Hommes,Hommes,Equipe,False,True,False,False,0,117,30
404,Singles - Hommes,Hommes,Individuel,True,True,False,False,1,120,57
406,Mass Start 15km - Hommes,Hommes,Individuel,True,True,False,False,0,109,41
409,50km Style libre - Hommes,Hommes,Individuel,True,False,False,False,0,108,67
416,Snowboard Cross - Hommes,Hommes,Individuel,True,True,False,False,0,111,23
420,1500m - Hommes,Hommes,Individuel,True,True,False,False,0,400,21
430,Omnium - Hommes,Hommes,Individuel,True,True,True,False,0,22,13
433,500m - Hommes,Hommes,Individuel,True,True,False,False,0,401,40
436,1500m - Hommes,Hommes,Individuel,True,True,False,False,0,401,40
437,10000m - Hommes,Hommes,Individuel,True,True,False,False,0,401,40
440,10000m - Hommes,Hommes,Individuel,True,True,True,False,0,251,28
441,110m Haies - Hommes,Hommes,Individuel,True,True,True,False,0,251,28
444,Relais 4 x 100m - Hommes,Hommes,Equipe,False,True,True,False,0,251,28
445,400m Haies - Hommes,Hommes,Individuel,True,True,True,False,0,251,28
448,Marteau - Hommes,Hommes,Individuel,True,True,True,False,1,251,28
449,Hauteur - Hommes,Hommes,Individuel,True,True,True,False,1,251,28
454,Basket 5x5 Equipe H,Hommes,Equipe,False,True,True,False,0,358,7
455,Volley-Ball Equipe H,Hommes,Equipe,False,True,True,False,0,150,53
460,Par équipes - Hommes,Hommes,Equipe,False,False,True,False,0,11,45
461,Slalom - Hommes,Hommes,Individuel,True,True,False,False,0,107,34
462,RS:X - Men,Hommes,Individuel,True,False,True,False,0,372,1
463,Finn - Hommes,Hommes,Individuel,True,False,True,False,0,144,1
471,200m Dos - Hommes,Hommes,Individuel,True,True,True,False,0,355,65
474,400m Nage libre - Hommes,Hommes,Individuel,True,True,True,False,0,355,65
478,Water-Polo Equipe H,Hommes,Equipe,False,True,True,False,0,85,52
480,Poids super-lourd - Hommes,Hommes,Individuel,True,False,True,False,0,360,60
481,67kg - Hommes,Hommes,Individuel,True,False,True,False,0,360,60
